Tweet,Sentiment
@Osteoblast: Proof #352 that climate change legislation has nothing to do with climate: https://t.co/wop2TXksc6,0
@CivilJustUs: How do they expect us to care about global warming with all this penguin on penguin crime?? https://t.co/HypysWHvVV,0
"@PattyMurray: I'm very concerned w/ the nomination of Rick Perry to lead the Dept of Energy w/ his past statements on climate change, ti",1
@latimes @latimesopinion Only idiots believe in global warming.,-1
"A scolding President, China's Debt Bomb, Times are hard--unless you're a govt. worker & The Shame of Global Warming: http://bit.ly/2UR4Rk",-1
@parksikarchive: park hyungsik contributes to global warming  https://t.co/34cyJ9Tb57,0
"@lucymurphy_11 his voice and demeanour is the reason for global warming, makes anything and everyone melt",0
Playing few of my compositions for we in climate change fest at international Centre goa at 3.30 pm .. be there https://t.co/NDJWauAOiU,0
It's March... global warming much? #pennsylvania #snow #spring #uppergwenyd #dyecorduroy https://t.co/9rpJjW5zOw,0
@LaraBirkes: Wow - 25% of #climate change is attributed to individual food choices. Read how your diet can have positive impact!,1
@BraddJaffy: 'You and your friends will die of old age and I'm going to die from climate change.' https://t.co/Yl2oSriNbs,1
@bug_gwen: Read this *fantastic* piece on teaching kids climate change in conservative districts by @amy_harmon https://t.co/jBMzZ8WoOJ,1
"@omnologos: Hypocrisy never far from alarmists. @EdwardJDavey now wants debate, when climate change minister he complained abou",-1
"One Stop Book Stop Confirmed! Global warming is 'settled' _ as a scam: WND.com Sussman's book, the ... [link]",-1
@bradplumer: Sanders is right. Lots of question marks about Clinton$q$s preferred climate policies. https://t.co/Y3FF1lMpFl,1
@miamorjinki kcjsjjdje that's insane !!! the global warming tho,0
@CalumetEditions: @AMZ0NE A SciFi author explains why we won't solve global warming. https://t.co/LUAEq7ckpt https://t.co/RVb7a0rM,0
"@CNN   Awwwwww, kind of blows your global warming junk science all to hell.",-1
@Amb_EmilBrix: After visit of Austrian Minister of Finance I stayed at #SPIEF for forum on the Arctic. Lots about climate change https:/,0
Pope Francis denounces climate change deniers  #savetheenvironment https://t.co/zcvUMC3Ol8,1
@HouseScience: .@BjornLomborg on facts behind Paris deal:the agreement will cost a fortune but do little 2 reduce global warming,-1
Just in case anyone still thinks there is imminent danger regarding climate change. https://t.co/y8eT5h0Kn0,-1
"EPA boss: Heres the good news about climate change (yes, thatexists) https://t.co/rWbtOKH0gx https://t.co/9KBkst5gIU",1
@jaboukie: climate change is too real for us not to install solar panels in congress and harness the collective shine of old white polit,1
"Connecticut buys into global warming, but some Senate candidates do not|One might assume that, regardless of .. [link]",0
Great pic of weather caused by Global Warming alarmists! @dnoxon: @RoseD1st1: http://twitpic.com/11s6eq - Hell yes!,-1
@JunkScience: Al Gore: I could become a Catholic b/c of Pope$q$s global warming stance.$q$ http://t.co/koEwF07dC2 FLASHBACK: https://t.co/O,-1
Missed the climate change series at RICS HQ? Check out the videos on http://bit.ly/a5qYDE #sustainability (via @RICSsurveyors),-1
Making the environment great again...Trump's environment chief says CO2 not main cause of global warming https://t.co/D0KBxKCkjr,0
Global Warming Hysteria: IPCC Report Mistake About Elevation of the Netherlands http://bit.ly/aVEWkp,-1
@Slate: Trump will be the only world leader to deny climate change: https://t.co/0uCR0DV2jb https://t.co/a1BiBH3wE8,1
@PRiNSUSWHATEVA: ur mcm doesn't believe in global warming,0
@KEder: @glynnu: Senate global warming hearing cancelled due to weather. (Yes you can laugh out loud)  http://bit.ly/9iHiVZ #tcot,-1
@JanetBrown980 @steeletalk @CKNW @kris_sims @GasBuddyDan So the topic has changed from climate change hysteria to w https://t.co/FAMkIpDijk,-1
Not a parody but we sure wish it was. What do you expect from the ideology that says words hurt more than bullets https://t.co/PbtLo7EfjG,-1
"@Alex_Verbeek:   It is weekend, so I will not tweet on the government shutdown, climate change deniers, He-who-should-not-be-named, or",0
"What's with all these serial earthquakes? 1st global warming, now global quaking",0
"@WalshFreedom: All I want for Christmas is for the Democrats to keep talking about climate change, transgender bathrooms, police brutali",-1
"@BigJoeBastardi: You CAN tell who knows the history of hurricanes and who does not. If you do not, you blame 'climate change'",-1
@Mariobatali @Ugaman72 @ChelseaClinton Mario there is only climate change in Russia come on now,0
@kurteichenwald: China is now explaining the history of climate change science/politics 2 underscore to Trump they didnt do a hoax. God,1
"@wagobran @thehill Weather isn't the same as climate, yet global warming proponents always point to weather to bols https://t.co/vao66rBdgz",-1
@KatTimpf The irony of the 'not so tolerant' and climate change believers to use 'bottled water' in an assault; the https://t.co/ccxbgtIDEX,-1
"@inferillum @johnpodesta @ChadHGriffin sister, and his views on the pipelines, climate change issues is endgame for me. I can't do it.",0
@Drews_Views: The Academy of Pediatrics comes off like idiots suggesting climate change would cause parents to make dumb decisions https,-1
"@franklinleonard: If floods are God telling you to move, what exactly is God trying to tell us with climate change, @RepHensarling? http",0
@DanaHoule But climate change is a Chinese hoax.,-1
"@RedNationRising: Scientists can't predict a hurricane within a 1,000 miles 3 days in advance, but they can predict climate change ov",-1
"@RonaldGranieri @EsotericCD Agree, but you will rally (distract) Republicans if you make this a referendum about climate change hysteria.",-1
I'm enjoying the climate change  https://t.co/fMaPlCBXdJ,0
"Feds Won't Protect Pika From Climate Change | unEARTHED, the Earthjustice blog http://retwt.me/1LTRB (via @Earthjustice)",0
Fossil Fuel Corruption Is Now Exposed Science is being politicized to deny climate change  https://t.co/CRh3U856ys,1
subway guy told me climate change isn't real,0
VERY important thread about climate change  https://t.co/7vo8cs8QNx,0
@GeorgeTakei: Pope Francis gave Donald a copy of his climate change encyclical &amp; a treatise on progressive economics.  Hope he included,1
Christie cutting $65 million for global warming prevention: BY TOM HESTER SR. Gov. Chris Christie is taking $65 mi... http://bit.ly/d2OnWj,0
@BigJoeBastardi: Major and far reaching return to winter has nothing to do with 'global warming' but a well orchestrated series of major,-1
Glaciers for global warming https://t.co/oZH6LGNse5,0
"@adrian_bacon You should tweet ""climate change is a massive fraud and lie"" stuff.  It's funnier, and actually truthful.  #tcot",-1
@macksylvester27: Can't even fathom how/why people try to deny climate change it's not a controversial matter of opinion. ITS. SCIENCE.,1
@commondreams: Man-Made #Climate Change Making Kindling of America$q$s Forestlands https://t.co/O6olmkXmOk #KeepItInTheGround https://t.co,1
"I rated a YouTube video (5 out of 5 stars) -- SNOBAMA: DC's 2010 SNOW BLASTS OBAMA, THE IPCC & GLOBAL WARMING http://youtu.be/FDNWoZecHjg?a",-1
"@GovMikeHuckabee: They believe climate change is a greater threat than Islamic extremism, that a sunburn is worse than a beheading. It$q$s",-1
"@realDonaldTrump: It's freezing outside, where the hell is 'global warming'??",-1
"@paul_lander: Because of Climate Change, Five Pacific Islands Have Vanished Or, it$q$s just David Copperfield fucking around",0
@yourlru: Our next president is a rapist that steals money from children with cancer and thinks global warming is made up :),1
"@_Incech @topical_storm Not true....im a racist, xenophobic, sexist, climate change denier that wants to destroy the NHS.",-1
Ironic that Great Barrier Reef only exists due to the last global warming event that raised sea-levels over the cli https://t.co/2JZr0eU8lc,0
@iancollinsuk 1/2 I'm not a climate change denier. I think we certainly have a subtle impact upon our planets climate. But a greater impact,-1
"@JessieJaneDuff: Obama years: 'Socialized medicine, open borders, dislike of the military &amp; the religion of climate change' @Varneyco ht",-1
@wwwfoecouk: Tackling climate change must be achieved through bold strategies. ......Yeah.  Let's cut off part of the sun!,0
Gawker: Scientist's Sexxxy Novel Proves 'Climate Change' Is for Sex Pervs [Books]: Number of comments: 2Rajendra P... http://bit.ly/aRpoj9,0
"Bill Nye compares climate change to World War II: Technically Incorrect: In giving the graduation speech at Rutgers University, the $q$...",0
New York: Climate change could raise cost of allergies http://newyork.cityandpress.com/2010/04/15/climate-change-could-raise-cost-allergies,1
@MikeCarlton01: That  crackpot Maurice Newman is demanding the abolition of the ABC today. Same bloke who thinks climate change is a plo,1
"This Earth Hour, Givergy are turning up the dark across the globe and getting loud about climate change. Let the wo https://t.co/RBqB3LmfZi",1
"@1der_bread: Dear republicans, it was 75 degrees 5 minutes ago now it's a thunderstorm, plz tell me how global warming doesn't exist!",1
@Parlez_me_nTory @JaeKay remember global warming as well.,0
Global warming evidence all around us|A message to global warming deniers and doubters: Just look around our .. http://oohja.com/xbhVZ,1
@StephenMcDonell: The World right now: #China warns #Trump not to abandon climate deal but he thinks Beijing invented climate change.,1
Weather has never been this lit so close to my bday  Yayy climate change ,0
@ger60258 I never said climate change is not happening nor do I disagree with its existence but the reasons are open to question. #Listen,-1
@DrMartyFox @ChristiChat @Babbsgirl2 @PoliticalShort  Whispering $q$you minions did a good job now let$q$s proclaim climate change real$q$,0
"Jina made up global warming, we hate them, they steal our jobs https://t.co/GCrtLSSbNs",-1
@iansomerhalder: VOTE VOTE VOTE!!!! ;) VOTING for a candidate that believes climate change is a hoax is the MOST dangerous person to,1
@vikramchandra: After a complete 19-1 isolation on climate change? #MakeAmericaAloneAgain. https://t.co/AMycDZOZUi,1
@JamesDelingpole Was only discussing what would come after global warming and climate change last night. 'Climate b https://t.co/VEP4JNZigW,0
@chrislhayes I also have an iceberg to sell you that may or may not be impacted by global warming,0
@ChristianFoust: The discussion of man made climate change in 1912. We must act now. #ActOnClimate #wiunion #wiright #Science https://t.,1
Public loses faith in climate change science after leaked emails scandal - The Guardian: Times OnlinePublic loses ... http://bit.ly/bpz0Rj,-1
